Title,Year,Genre,Rating,Budget,Lifetime_Revenue
 Speed,1994,"Action, Thriller",7.3,"$30,000,000.00","$350,448,145.00"
 Scent of a Woman,1992,"Drama, Comedy",8.0,"$31,000,000.00","$134,100,000.00"
 Blue Valentine,2010,"Drama, Romance",7.3,"$1,000,000.00","$15,440,333.00"
 A Bridge Too Far,1977,"Drama, History, War",7.4,"$22,000,000.00","$50,750,000.00"
 The English Patient,1996,"Drama, Romance, War",7.4,"$27,000,000.00","$231,976,425.00"
 King Arthur: Legend of the Sword,2017,"Action, Drama, Fantasy",6.7,"$175,000,000.00","$148,700,000.00"
 Weird Science,1985,"Comedy, Fantasy, Science Fiction",6.6,"$7,500,000.00","$38,934,048.00"
 The Snowman,2017,"Crime, Thriller",5.2,"$35,000,000.00","$43,203,413.00"
 The Parent Trap,1998,"Comedy, Family, Romance",6.6,"$15,000,000.00","$92,108,518.00"
 Avengers: Age of Ultron,2015,"Action, Adventure, Science Fiction",7.3,"$365,000,000.00","$1,405,403,694.00"
 Phantom Thread,2017,"Drama, Romance",7.4,"$35,000,000.00","$47,756,590.00"
 Maze Runner: The Death Cure,2018,"Science Fiction, Action, Adventure, Thriller",6.2,"$62,000,000.00","$288,175,335.00"
 The Addams Family,1991,"Comedy, Fantasy",6.9,"$30,000,000.00","$191,502,426.00"
 Chicago,2002,"Comedy, Crime, Drama",7.2,"$45,000,000.00","$306,776,732.00"
 Friends with Benefits,2011,"Romance, Comedy",6.5,"$35,000,000.00","$149,500,000.00"
 Hostiles,2017,"Drama, Western, History",7.2,"$55,000,000.00","$36,976,336.00"
 Robin Hood: Prince of Thieves,1991,"Action, Adventure, Drama",6.9,"$48,000,000.00","$390,493,908.00"
 About My Father,2023,Comedy,5.7,"$29,100,000.00","$18,167,819.00"
Guardians of the Galaxy Vol. 2,2017,"Science Fiction, Adventure, Action",7.6,"$200,000,000.00","$863,756,051.00"
 Sleepy Hollow,1999,"Drama, Fantasy, Thriller, Mystery, Horror",7.3,"$100,000,000.00","$206,071,526.00"
 X-Men Origins: Wolverine,2009,"Adventure, Action, Science Fiction",6.5,"$150,000,000.00","$373,062,864.00"
 The Others,2001,"Horror, Mystery, Thriller",7.6,"$17,000,000.00","$210,000,000.00"
 Batman & Robin,1997,"Action, Science Fiction, Adventure",3.8,"$125,000,000.00","$238,207,122.00"
 The Man Who Knew Too Much,1956,"Thriller, Mystery",7.4,"$1,200,000.00","$11,300,000.00"
 The Book of Eli,2010,"Action, Thriller, Science Fiction",6.8,"$80,000,000.00","$157,107,755.00"
 Quantum of Solace,2008,"Adventure, Action, Thriller, Crime",6.6,"$200,000,000.00","$589,593,688.00"
 Ponyo,2008,"Animation, Fantasy, Family",7.6,"$34,000,000.00","$202,404,009.00"
 First Blood,1985,"Action, Adventure, Thriller, War",7.7,"$44,000,000.00","$300,400,432.00"
 G.I. Joe: The Rise of Cobra,2009,"Adventure, Action, Thriller, Science Fiction",5.7,"$175,000,000.00","$302,500,000.00"
 Zero Dark Thirty,2012,"Thriller, Drama",7.4,"$40,000,000.00","$132,800,000.00"
 Mortal Kombat,2021,"Action, Fantasy, Adventure",6.0,"$20,000,000.00","$84,426,031.00"
 Daddy's Home,2015,Comedy,6.2,"$50,000,000.00","$242,786,137.00"
 Zombieland,2009,"Comedy, Horror",7.6,"$23,600,000.00","$102,391,540.00"
 Prancer,2022,"Family, Fantasy",6.4,"$7,000,000.00","$18,600,000.00"
 Rear Window,1954,"Thriller, Mystery",8.5,"$1,000,000.00","$37,042,336.00"
 The Prince of Egypt,1998,"Adventure, Animation, Drama, Family",7.2,"$70,000,000.00","$218,613,188.00"
 Lawrence of Arabia,1962,"Adventure, History, War",8.3,"$15,000,000.00","$69,995,385.00"
 Rush,1998,"Action, Comedy, Crime",8.1,"$33,000,000.00","$244,721,064.00"
 Natural Born Killers,1994,"Crime, Thriller, Drama",7.2,"$34,000,000.00","$50,283,563.00"
 Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,"Comedy, War",8.4,"$1,800,000.00","$9,500,000.00"
 X-Men: Apocalypse,2016,"Action, Adventure, Science Fiction, Fantasy",6.9,"$178,000,000.00","$543,934,787.00"
 The Bourne Identity,2002,"Action, Drama, Mystery, Thriller",7.8,"$60,000,000.00","$214,034,224.00"
 Ace Ventura: Pet Detective,1994,"Comedy, Mystery",6.9,"$15,000,000.00","$107,217,396.00"
 The Butterfly Effect,2004,"Science Fiction, Thriller",7.6,"$13,000,000.00","$96,800,000.00"
" I, Tonya",2017,"Drama, Comedy",7.5,"$11,000,000.00","$53,900,000.00"
 The Matrix Reloaded,2003,"Adventure, Action, Thriller, Science Fiction",7.2,"$150,000,000.00","$738,599,701.00"
 Revolutionary Road,2008,"Drama, Romance",7.3,"$35,000,000.00","$76,000,000.00"
 Rush Hour,1998,"Action, Comedy, Crime",7.0,"$33,000,000.00","$244,721,064.00"
 Master and Commander: The Far Side of the World,2003,"Adventure, Drama, War",7.5,"$150,000,000.00","$212,000,000.00"
 Spring Breakers,2013,"Drama, Crime",5.3,"$5,000,000.00","$31,700,000.00"
 Dawn of the Dead,2004,"Action, Horror, Science Fiction",7.3,"$26,000,000.00","$102,278,712.00"
 The Warriors,2024,"Action, Adventure, Crime, Thriller",7.5,"$38,400,000.00","$95,399,186.00"
 Christine,1983,Horror,6.8,"$9,700,000.00","$21,200,000.00"
District 9,2009,Science Fiction,7.9,"$30,000,000.00","$210,888,950.00"
 Alive,2020,"Action, Horror",7.1,"$6,300,000.00","$13,416,285.00"
 Jackie Brown,1997,"Crime, Drama, Thriller",7.5,"$12,000,000.00","$39,673,162.00"
 eXistenZ,1999,"Action, Thriller, Science Fiction",6.8,"$15,000,000.00","$2,856,712.00"
 Straight Outta Compton,2015,"Drama, Music, History",7.8,"$28,000,000.00","$201,634,991.00"
 Annie,2014,"Comedy, Drama, Family",6.6,"$65,000,000.00","$136,853,506.00"
 Cape Fear,1991,"Drama, Crime, Thriller",7.3,"$35,000,000.00","$182,300,000.00"
 Jumanji: The Next Level,2019,"Adventure, Comedy, Fantasy",6.7,"$125,000,000.00","$801,693,929.00"
Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",8.0,"$30,000,000.00","$152,159,461.00"
 Jack Reacher: Never Go Back,2016,"Action, Thriller",6.1,"$60,000,000.00","$162,100,000.00"
 Immortals,2011,"Fantasy, Action, Drama",6.0,"$75,000,000.00","$226,904,017.00"
 The Replacements,2000,Comedy,6.6,"$50,000,000.00","$50,054,511.00"
2012,2009,"Action, Adventure, Science Fiction",5.8,"$200,000,000.00","$791,217,826.00"
 North by Northwest,1959,"Thriller, Adventure",8.3,"$4,000,000.00","$13,275,000.00"
 The Long Kiss Goodnight,1996,"Crime, Action, Mystery, Thriller",6.8,"$65,000,000.00","$89,500,000.00"
 Caddyshack,1980,Comedy,7.2,"$6,000,000.00","$39,846,344.00"
 The Hobbit: The Battle of the Five Armies,2014,"Action, Adventure, Fantasy",7.4,"$250,000,000.00","$956,019,788.00"
 Four Weddings and a Funeral,1994,"Comedy, Drama, Romance",7.1,"$4,400,000.00","$245,700,832.00"
 Final Destination,2009,"Horror, Mystery",6.7,"$40,000,000.00","$186,167,139.00"
 Cast Away,2000,"Adventure, Drama",7.8,"$90,000,000.00","$429,632,142.00"
 The Nutcracker,2018,"Fantasy, Adventure, Family",5.8,"$120,000,000.00","$59,500,000.00"
 Eden Lake,2008,"Horror, Thriller",6.7,"$12,850,990.00","$3,984,669.00"
 Valentine's Day,2010,"Comedy, Romance",5.7,"$52,000,000.00","$216,500,000.00"
 Cop Land,1997,"Crime, Drama, Thriller",7.0,"$15,000,000.00","$44,862,187.00"
 Fantastic Four,2005,"Action, Fantasy, Science Fiction",4.3,"$100,000,000.00","$333,535,934.00"
 The Untouchables,1987,"Crime, History, Thriller",7.8,"$25,000,000.00","$76,270,454.00"
 Red Notice,2021,"Action, Comedy, Crime",6.3,"$160,000,000.00","$178,143.00"
Iron Man 3,2013,"Action, Adventure, Science Fiction",7.1,"$200,000,000.00","$1,215,577,205.00"
The 40-Year-Old Virgin,2005,"Comedy, Romance",7.1,"$26,000,000.00","$177,400,000.00"
 Bridesmaids,2011,"Comedy, Romance",6.8,"$32,500,000.00","$288,383,523.00"
 Mission: Impossible - Ghost Protocol,2011,"Action, Thriller, Adventure",7.4,"$145,000,000.00","$694,713,380.00"
 RED,2024,"Action, Comedy, Fantasy",7.0,"$250,000,000.00","$164,592,186.00"
 Melancholia,2011,"Drama, Science Fiction",7.1,"$7,400,000.00","$15,946,321.00"
 She Said,2022,"Drama, History",7.3,"$32,000,000.00","$13,900,000.00"
 Sweeney Todd: The Demon Barber of Fleet Street,2007,"Drama, Horror",7.3,"$50,000,000.00","$152,000,000.00"
 Captain America: Civil War,2016,"Adventure, Action, Science Fiction",7.8,"$250,000,000.00","$1,155,046,416.00"
 Insidious,2023,"Horror, Thriller",6.8,"$16,000,000.00","$189,086,877.00"
 Master Gardener,2023,"Drama, Crime",6.2,"$4,100,000.00","$1,506,008.00"
 See How They Run,2022,"Mystery, Comedy, Crime",6.5,"$40,000,000.00","$21,921,551.00"
 Logan Lucky,2017,"Comedy, Crime",7.0,"$29,000,000.00","$48,453,605.00"
 Spider-Man: Far from Home,2019,"Action, Adventure, Science Fiction",7.4,"$160,000,000.00","$1,131,927,996.00"
 The Man from U.N.C.L.E.,2015,"Comedy, Action, Adventure",7.2,"$75,000,000.00","$108,100,000.00"
 Men in Black II,2002,"Action, Comedy, Science Fiction",6.2,"$140,000,000.00","$445,100,000.00"
 Austin Powers: International Man of Mystery,1997,"Science Fiction, Comedy, Crime",7.0,"$16,500,000.00","$67,711,748.00"
 Nefarious,2023,"Horror, Thriller",6.4,"$3,000,000.00","$5,400,000.00"
 Hercules,1997,"Animation, Family, Fantasy, Adventure, Comedy, Romance",7.3,"$85,000,000.00","$252,712,101.00"
 The Great Outdoors,1988,Comedy,6.6,"$24,000,000.00","$43,455,230.00"
 The Chronicles of Narnia: Prince Caspian,2008,"Adventure, Family, Fantasy",6.5,"$225,000,000.00","$419,665,568.00"
 They Live,1988,"Science Fiction, Action",7.2,"$4,000,000.00","$13,000,000.00"
17 Again,2009,"Comedy, Fantasy, Drama, Romance",6.4,"$20,000,000.00","$136,300,000.00"
 Rosemary's Baby,1968,"Drama, Horror, Thriller",8.0,"$3,200,000.00","$33,395,426.00"
 Big Fish,2016,"Animation, Adventure, Fantasy",8.0,"$4,531,653.00","$84,552,250.00"
 Sicario: Day of the Soldado,2018,"Action, Crime, Thriller",7.1,"$35,000,000.00","$75,836,683.00"
 Tinker Tailor Soldier Spy,2011,"Drama, Thriller, Mystery",7.0,"$30,000,000.00","$80,600,000.00"
 Redeeming Love,2022,"Romance, Drama, Western",6.7,"$30,000,000.00","$9,500,000.00"
 Lifeforce,1985,"Horror, Science Fiction",6.1,"$25,000,000.00","$11,603,545.00"
 Silence,2024,"Action, Thriller, Horror, Science Fiction",7.2,"$14,750,000.00","$6,283,415.00"
 A.I. Artificial Intelligence,2001,"Drama, Science Fiction, Adventure",7.2,"$100,000,000.00","$235,926,552.00"
 Sense and Sensibility,1995,"Drama, Romance",7.7,"$16,000,000.00","$134,582,776.00"
 Perfume: The Story of a Murderer,2006,"Crime, Fantasy, Drama",7.5,"$60,000,000.00","$135,039,924.00"
 Gods of Egypt,2016,"Action, Adventure, Fantasy",5.4,"$140,000,000.00","$150,680,864.00"
Toy Story 3,2010,"Animation, Family, Comedy",8.3,"$200,000,000.00","$1,067,316,101.00"
 Dogma,2023,"Action, Drama, Crime",7.3,"$22,700,000.00","$4,082,217.00"
 Ad Astra,2019,"Science Fiction, Drama",6.5,"$87,500,000.00","$127,461,872.00"
 Austin Powers in Goldmember,2002,"Comedy, Crime, Science Fiction",6.2,"$63,000,000.00","$296,938,801.00"
 X-Men: Days of Future Past,2014,"Action, Adventure, Science Fiction",7.9,"$250,000,000.00","$747,862,775.00"
10 Cloverfield Lane,2016,"Thriller, Science Fiction, Drama, Horror",7.2,"$15,000,000.00","$110,216,998.00"
 Last Tango in Paris,1972,"Drama, Romance",6.9,"$1,250,000.00","$36,182,181.00"
 Raging Bull,1980,Drama,8.1,"$18,000,000.00","$23,380,203.00"
 Silverado,1985,"Western, Action",7.2,"$23,000,000.00","$32,192,570.00"
 Turning Red,2022,"Animation, Family, Comedy, Fantasy",7.0,"$175,000,000.00","$21,328,962.00"
 Creed,2018,"Drama, Action",7.6,"$50,000,000.00","$214,200,000.00"
Apollo 13,1995,"Drama, History",7.7,"$52,000,000.00","$355,237,933.00"
 Ticket to Paradise,2022,"Drama, Comedy, Romance",6.1,"$20,000,000.00","$168,800,000.00"
 Bring It On,2000,Comedy,6.1,"$28,000,000.00","$90,449,929.00"
 The Magnificent Seven,2016,"Adventure, Action, Western",6.9,"$90,000,000.00","$162,400,000.00"
 Legends of the Fall,1994,"Drama, Western, Romance, War, Action",7.5,"$30,000,000.00","$160,638,883.00"
 The Boy in the Striped Pajamas,2008,"Drama, War, History",7.7,"$12,500,000.00","$20,416,563.00"
 Happy Gilmore,1996,Comedy,7.0,"$12,000,000.00","$41,205,099.00"
 This Is the End,2013,"Action, Comedy",6.6,"$32,000,000.00","$126,041,322.00"
 Mission: Impossible III,2006,"Adventure, Action, Thriller",6.9,"$150,000,000.00","$398,479,497.00"
 Star Wars: Episode II - Attack of the Clones,2002,"Adventure, Action, Science Fiction",6.6,"$120,000,000.00","$649,398,328.00"
Spider-Man 3,2007,"Action, Adventure, Science Fiction",6.3,"$258,000,000.00","$894,983,373.00"
 Grown Ups,2010,Comedy,6.0,"$80,000,000.00","$271,430,189.00"
 High Plains Drifter,1973,"Western, Drama, Mystery",7.4,"$5,500,000.00","$15,700,000.00"
 The Art of Racing in the Rain,2019,"Drama, Romance",7.5,"$18,000,000.00","$33,800,000.00"
Toy Story 4,2019,"Family, Adventure, Animation, Comedy, Fantasy",7.7,"$175,000,000.00","$1,073,841,394.00"
 No Escape,2015,"Thriller, Action",6.7,"$5,000,000.00","$54,400,000.00"
 Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy",8.2,"$400,000.00","$5,028,948.00"
 Pirates of the Caribbean: On Stranger Tides,2011,"Adventure, Action, Fantasy",6.6,"$379,000,000.00","$1,045,700,000.00"
 Riddick,2013,"Science Fiction, Action, Thriller",6.4,"$38,000,000.00","$98,337,295.00"
 Pirates of the Caribbean: At World's End,2007,"Adventure, Fantasy, Action",7.1,"$300,000,000.00","$961,000,000.00"
 A Place in the Sun,1951,"Drama, Romance, Crime",7.7,"$2,300,000.00","$7,000,000.00"
 Donnie Brasco,1997,"Crime, Drama, Thriller",7.7,"$35,000,000.00","$124,909,762.00"
 Ocean's Eight,2018,"Crime, Comedy, Action",6.3,"$70,000,000.00","$297,718,711.00"
 Game Night,2018,"Mystery, Comedy, Crime",6.9,"$37,000,000.00","$117,501,013.00"
 Vicky Cristina Barcelona,2008,"Drama, Romance",7.1,"$15,000,000.00","$96,409,830.00"
 That Awkward Moment,2014,"Comedy, Romance",6.1,"$8,000,000.00","$45,600,000.00"
Movie 43,2013,Comedy,4.3,"$6,000,000.00","$32,443,111.00"
 Sleepless in Seattle,1993,"Comedy, Drama, Romance",6.8,"$21,000,000.00","$227,799,884.00"
 Citizen Kane,1941,"Mystery, Drama",8.3,"$839,727.00","$23,218,000.00"
 Fifty Shades Freed,2018,"Drama, Romance",4.5,"$55,000,000.00","$371,985,018.00"
Sonic the Hedgehog 2,2022,"Action, Adventure, Family, Comedy",6.5,"$110,000,000.00","$405,421,518.00"
 After We Collided,2020,"Romance, Drama",5.0,"$14,000,000.00","$48,000,000.00"
 The Count of Monte Cristo,2024,"Action, Adventure, Drama, History, Romance, Thriller",7.7,"$46,700,000.00","$74,885,636.00"
 Jerry Maguire,1996,"Comedy, Drama, Romance",7.3,"$50,000,000.00","$273,600,000.00"
 Marie Antoinette,2006,"Drama, History",6.5,"$40,000,000.00","$60,917,189.00"
 The Machinist,2004,"Thriller, Drama",7.6,"$5,000,000.00","$8,203,235.00"
 I Am Number Four,2011,"Action, Thriller, Science Fiction, Adventure",6.1,"$50,000,000.00","$149,900,000.00"
 Never Say Never Again,1983,"Adventure, Action, Thriller",6.1,"$36,000,000.00","$160,000,000.00"
 The Bricklayer,2023,"Action, Thriller",6.8,"$23,900,000.00","$899,683.00"
 Face/Off,1997,"Action, Crime, Science Fiction",7.3,"$80,000,000.00","$245,700,000.00"
The Twilight Saga: Breaking Dawn - Part 2,2012,"Adventure, Fantasy, Drama, Romance",5.5,"$120,000,000.00","$829,747,654.00"
 Hustlers,2019,"Drama, Comedy, Crime",6.3,"$20,000,000.00","$157,600,000.00"
 The Thin Red Line,1998,"Drama, History, War",7.6,"$52,000,000.00","$98,126,565.00"
 The Outfit,2022,"Crime, Drama, Thriller, Mystery",7.2,"$5,000,000.00","$4,000,000.00"
 Clear and Present Danger,1994,"Action, Drama, Thriller",6.9,"$62,000,000.00","$215,900,000.00"
21 Jump Street,2012,"Action, Comedy, Crime",7.2,"$42,000,000.00","$201,585,328.00"
 Blazing Saddles,1974,"Western, Comedy",7.7,"$2,600,000.00","$119,500,000.00"
 The Fate of the Furious,2017,"Action, Crime, Thriller",6.6,"$250,000,000.00","$1,236,000,000.00"
The Amazing Spider-Man 2,2014,"Action, Adventure, Science Fiction",6.6,"$200,000,000.00","$708,962,323.00"
 Twister,2024,"Thriller, Action",6.5,"$155,000,000.00","$370,962,265.00"
 The Lost World: Jurassic Park,1997,"Adventure, Action, Science Fiction",6.5,"$73,000,000.00","$618,638,999.00"
 Rat Race,2001,"Adventure, Comedy",6.5,"$48,000,000.00","$85,498,534.00"
 Sausage Party,2016,"Adventure, Animation, Comedy, Fantasy",6.1,"$19,000,000.00","$140,705,322.00"
 It Chapter Two,2019,"Horror, Drama, Fantasy",6.5,"$79,000,000.00","$473,123,154.00"
 Mafia Mamma,2023,"Comedy, Crime, Action",5.4,"$41,000,000.00","$3,900,000.00"
 Vertigo,1958,"Mystery, Romance, Thriller",8.3,"$2,479,000.00","$7,808,900.00"
 Mars Attacks!,1996,"Comedy, Fantasy, Science Fiction",6.4,"$70,000,000.00","$101,371,017.00"
 A Quiet Place Part II,2021,"Science Fiction, Thriller, Horror",7.2,"$61,000,000.00","$297,372,261.00"
 Darkest Hour,2011,"Horror, Action, Thriller, Science Fiction",7.4,"$30,000,000.00","$64,626,786.00"
Men in Black 3,2012,"Action, Comedy, Science Fiction",6.8,"$225,000,000.00","$624,000,000.00"
 Moonraker,1979,"Action, Adventure, Thriller, Science Fiction",6.2,"$34,000,000.00","$210,308,099.00"
 Law Abiding Citizen,2009,"Drama, Crime, Thriller",7.4,"$53,000,000.00","$127,900,000.00"
 Collateral,2004,"Drama, Crime, Thriller",7.5,"$65,000,000.00","$220,239,925.00"
 Gattaca,1997,"Thriller, Science Fiction, Mystery, Romance",7.7,"$36,000,000.00","$12,532,777.00"
 The Ref,2015,"Action, Thriller, Crime",6.9,"$25,000,000.00","$72,629,670.00"
 Cold Pursuit,2019,"Action, Crime, Thriller, Comedy",6.2,"$60,000,000.00","$76,419,755.00"
 The Terminal,2004,"Comedy, Drama",7.4,"$60,000,000.00","$219,417,255.00"
 Magnolia,1999,Drama,8.0,"$37,000,000.00","$48,500,000.00"
 Three Thousand Years of Longing,2022,"Drama, Fantasy, Romance",6.7,"$60,000,000.00","$20,300,000.00"
 Speak,2024,"Horror, Thriller",7.2,"$15,000,000.00","$76,743,256.00"
 Police Academy,1984,"Comedy, Crime",6.7,"$4,500,000.00","$81,198,894.00"
 Skinamarink,2023,Horror,4.8,"$15,000.00","$2,100,000.00"
 Heathers,1989,"Comedy, Crime",7.2,"$3,000,000.00","$1,166,207.00"
 Ender's Game,2013,"Science Fiction, Action, Adventure",6.6,"$110,000,000.00","$125,537,191.00"
 The Predator,2018,"Science Fiction, Action, Adventure",5.3,"$88,000,000.00","$160,542,134.00"
 You've Got Mail,1998,"Comedy, Romance",6.7,"$65,000,000.00","$250,800,000.00"
This Is 40,2012,Comedy,6.2,"$35,000,000.00","$88,200,000.00"
 Anchorman: The Legend of Ron Burgundy,2004,Comedy,7.1,"$26,000,000.00","$90,574,188.00"
 There's Something About Mary,1998,"Romance, Comedy",7.1,"$23,000,000.00","$369,900,000.00"
 Horrible Bosses,2011,"Comedy, Crime",6.9,"$35,000,000.00","$209,838,559.00"
 The Chronicles of Riddick,2004,"Action, Science Fiction",6.6,"$105,000,000.00","$115,772,733.00"
 The Da Vinci Code,2006,"Thriller, Mystery",6.6,"$125,000,000.00","$767,800,000.00"
 Greater,2012,"History, Drama, Action, War",7.3,"$12,000,000.00","$10,173,682.00"
 Dora and the Lost City of Gold,2019,"Adventure, Comedy, Family, Fantasy",6.1,"$49,000,000.00","$120,600,000.00"
 Captain Fantastic,2016,"Adventure, Drama",7.8,"$5,000,000.00","$23,123,592.00"
 The King's Speech,2010,"Drama, History",8.0,"$15,000,000.00","$414,211,549.00"
U-571,2000,"War, Action, Adventure",6.6,"$62,000,000.00","$127,700,000.00"
 Career Opportunities,1991,"Romance, Comedy",5.8,"$6,000,000.00","$11,336,986.00"
Fast & Furious 6,2013,"Action, Thriller, Crime",7.0,"$160,000,000.00","$788,700,000.00"
 Big Trouble in Little China,1986,"Action, Comedy, Fantasy",7.2,"$25,000,000.00","$11,102,672.00"
 Source Code,2011,"Thriller, Science Fiction, Mystery",7.5,"$32,000,000.00","$147,332,697.00"
Taken 2,2012,"Action, Crime, Thriller",6.2,"$45,000,000.00","$376,100,000.00"
 The Change-Up,2011,Comedy,6.3,"$52,000,000.00","$75,500,000.00"
 Dr. No,1962,"Adventure, Action, Thriller",7.2,"$1,000,000.00","$59,000,000.00"
 Mandy,2018,"Fantasy, Action, Horror",6.5,"$6,000,000.00","$1,653,784.00"
 Allegiant,2016,"Adventure, Science Fiction, Action, Mystery",5.7,"$110,000,000.00","$179,246,868.00"
 The Counselor,2013,"Thriller, Crime, Drama",5.4,"$25,000,000.00","$71,009,334.00"
 Vanilla Sky,2001,"Science Fiction, Romance, Drama, Fantasy, Thriller, Mystery",6.9,"$68,000,000.00","$203,388,341.00"
 Orphan,2007,"Horror, Drama, Thriller",7.0,"$3,400,000.00","$78,638,987.00"
 Holes,2003,"Adventure, Family, Drama, Comedy",7.0,"$20,000,000.00","$71,406,573.00"
 Crimes of the Future,2022,"Science Fiction, Horror, Drama",5.8,"$27,000,000.00","$4,551,565.00"
 Eastern Promises,2007,"Thriller, Crime, Mystery",7.6,"$51,500,000.00","$56,106,607.00"
 Madagascar,2014,"Family, Animation, Adventure, Comedy",6.9,"$132,000,000.00","$373,552,094.00"
